epoch,accuracy,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,loss,lr,mean_io_u,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_dice_coef_edema,val_dice_coef_enhancing,val_dice_coef_necrotic,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
11,0.9870019555091858,0.4017055034637451,0.41011372208595276,0.39453840255737305,0.24580590426921844,0.043939292430877686,0.001,0.5571176409721375,0.9896979928016663,0.9840343594551086,0.996515154838562,0.9855837821960449,0.3967714309692383,0.3945710062980652,0.3406504988670349,0.26326513290405273,0.04977807030081749,0.8118559122085571,0.987757682800293,0.9834653735160828,0.9958817958831787
12,0.9866975545883179,0.4122893512248993,0.4192405045032501,0.4321572482585907,0.2501911520957947,0.043162859976291656,0.001,0.6108382940292358,0.9891412258148193,0.9838722944259644,0.9963439702987671,0.9842730760574341,0.38096266984939575,0.2905277907848358,0.4290502965450287,0.27225685119628906,0.0540652796626091,0.7969073057174683,0.9878883361816406,0.9813836812973022,0.9959509372711182
13,0.9867395162582397,0.4021078944206238,0.3813972473144531,0.4217452108860016,0.2501477599143982,0.044868938624858856,0.001,0.6582835912704468,0.9895645976066589,0.9835823774337769,0.9964722394943237,0.9872075319290161,0.4347909986972809,0.4749409556388855,0.477662056684494,0.26637911796569824,0.044089626520872116,0.7954563498497009,0.9887404441833496,0.9854634404182434,0.9962145686149597
14,0.9882981181144714,0.44904962182044983,0.47793033719062805,0.5011693835258484,0.3167594373226166,0.03772204741835594,0.001,0.6626397967338562,0.9903421998023987,0.9858523607254028,0.996740460395813,0.9872806072235107,0.43327048420906067,0.5203824639320374,0.32213202118873596,0.28968003392219543,0.04404718801379204,0.7305517196655273,0.9882890582084656,0.9859856367111206,0.9960683584213257
15,0.9894269704818726,0.4741046726703644,0.5293871164321899,0.5284128189086914,0.3542690575122833,0.03337604179978371,0.001,0.6631629467010498,0.9912123680114746,0.9871531128883362,0.9970302581787109,0.9884772896766663,0.47306957840919495,0.49876970052719116,0.516146719455719,0.33686354756355286,0.03972875326871872,0.7873984575271606,0.9899927377700806,0.9866214394569397,0.996614396572113
16,0.9889313578605652,0.4657026529312134,0.5169692039489746,0.5065515637397766,0.35451656579971313,0.03530341386795044,0.001,0.6630430817604065,0.9909694194793701,0.9865055084228516,0.9969486594200134,0.9885643124580383,0.476747989654541,0.5508327484130859,0.5132813453674316,0.34133240580558777,0.037299029529094696,0.796271562576294,0.9901442527770996,0.9866999983787537,0.9966732859611511
17,0.9897491335868835,0.49302756786346436,0.5543080568313599,0.5667601823806763,0.3815639913082123,0.031903550028800964,0.001,0.740327000617981,0.9915128946304321,0.9875015616416931,0.9971319437026978,0.9892520904541016,0.5057766437530518,0.6060992479324341,0.5169675350189209,0.44734078645706177,0.03347573056817055,0.8000047206878662,0.9907035827636719,0.9872756004333496,0.9968719482421875
18,0.9904468655586243,0.5176267027854919,0.5806065797805786,0.5896573066711426,0.45262184739112854,0.0297540333122015,0.001,0.7682403326034546,0.9918342232704163,0.9884277582168579,0.9972416758537292,0.9896320104598999,0.5088328719139099,0.6045985817909241,0.5790831446647644,0.4599147439002991,0.033141739666461945,0.7913054823875427,0.9915347695350647,0.9871801137924194,0.9971370100975037
19,0.9908899068832397,0.5315814018249512,0.608826756477356,0.5861663818359375,0.4715997278690338,0.027688447386026382,0.001,0.8105621337890625,0.9922720789909363,0.9888448119163513,0.9973851442337036,0.9876946806907654,0.4808832108974457,0.47245970368385315,0.4757330119609833,0.36951911449432373,0.04419482499361038,0.8158925771713257,0.9883585572242737,0.986690104007721,0.996093213558197
20,0.9905717968940735,0.5254592299461365,0.5785675644874573,0.590654730796814,0.48038241267204285,0.029429716989398003,0.001,0.8059989213943481,0.9919441342353821,0.9885071516036987,0.99727463722229,0.9901987314224243,0.540211021900177,0.6329572200775146,0.5795583128929138,0.5064120888710022,0.030648672953248024,0.8117996454238892,0.9914796352386475,0.9882521629333496,0.9971238970756531
21,0.9917731285095215,0.5578151941299438,0.6326890587806702,0.6218759417533875,0.5209388136863708,0.02514730766415596,0.001,0.8135120868682861,0.9927914142608643,0.9899394512176514,0.9975602030754089,0.9903079867362976,0.5489118099212646,0.6236116290092468,0.5948446989059448,0.522330641746521,0.03314480185508728,0.8131471276283264,0.9917139410972595,0.9882404208183289,0.9971868395805359
22,0.9918317198753357,0.5627033114433289,0.6391393542289734,0.6251789331436157,0.5362688302993774,0.024875959381461143,0.001,0.8134958744049072,0.9928743839263916,0.9900126457214355,0.9975866675376892,0.9904181957244873,0.5462318062782288,0.6434295177459717,0.604577898979187,0.5289136171340942,0.029783405363559723,0.8146581649780273,0.9919723272323608,0.9881603121757507,0.9972752928733826
23,0.991780161857605,0.5653098225593567,0.6446484923362732,0.6366220116615295,0.5366533994674683,0.025011098012328148,0.001,0.8143031001091003,0.9928029775619507,0.9899543523788452,0.9975629448890686,0.9903557300567627,0.553293764591217,0.6383541226387024,0.5818954110145569,0.5019283890724182,0.03235369175672531,0.8174192905426025,0.9912989735603333,0.9887504577636719,0.9970609545707703
24,0.9923241138458252,0.5806019306182861,0.6653403043746948,0.639754056930542,0.5574796795845032,0.02335355430841446,0.001,0.8144906759262085,0.9932151436805725,0.9905796647071838,0.99770188331604,0.9907999634742737,0.5578248500823975,0.6425081491470337,0.5824441313743591,0.5397909283638,0.02969113364815712,0.7992545366287231,0.9918639659881592,0.9890081882476807,0.9972524046897888
25,0.9933777451515198,0.6099808812141418,0.713233232498169,0.6777375936508179,0.60285484790802,0.01952190324664116,0.00020000001,0.8091629147529602,0.9939901828765869,0.9917701482772827,0.9979617595672607,0.9911755323410034,0.5862430930137634,0.6596685647964478,0.6231450438499451,0.5654688477516174,0.028386184945702553,0.8147920370101929,0.99211585521698,0.9894962906837463,0.9973369240760803
26,0.9936309456825256,0.6252777576446533,0.7250206470489502,0.6875946521759033,0.6211046576499939,0.018591521307826042,0.00020000001,0.8126311898231506,0.9941416382789612,0.992115318775177,0.9980152249336243,0.9914567470550537,0.5916174650192261,0.6861692667007446,0.6322332620620728,0.5884435772895813,0.02633754163980484,0.8162577152252197,0.9924798011779785,0.9895666241645813,0.9974565505981445
27,0.993773877620697,0.629055380821228,0.7343994379043579,0.6916868090629578,0.6293826103210449,0.01807781681418419,0.00020000001,0.8152972459793091,0.9942795634269714,0.9922336339950562,0.9980594515800476,0.9915378093719482,0.6035951972007751,0.6901677846908569,0.6413944363594055,0.5926599502563477,0.026296084746718407,0.8175382614135742,0.9923558831214905,0.9898895025253296,0.9974226951599121
28,0.9938921332359314,0.6338863968849182,0.7401412129402161,0.6996985673904419,0.6293433308601379,0.01763174682855606,0.00020000001,0.8154146671295166,0.9943559765815735,0.9923882484436035,0.9980857372283936,0.9915111660957336,0.6085726618766785,0.6960216164588928,0.6450045704841614,0.585476815700531,0.02658963017165661,0.8187676668167114,0.9922016263008118,0.9900142550468445,0.9973744750022888
29,0.9941273331642151,0.6452425122261047,0.7547765374183655,0.7090976238250732,0.6442636847496033,0.016875028610229492,4.0000003e-05,0.8166413307189941,0.9945007562637329,0.9926875233650208,0.9981368184089661,0.9916627407073975,0.609359622001648,0.6880514621734619,0.6380829215049744,0.5944682955741882,0.026565708220005035,0.8190761208534241,0.9923592805862427,0.9901590347290039,0.9974241256713867
30,0.9941684603691101,0.6462138891220093,0.7536745071411133,0.7096625566482544,0.6485652923583984,0.016706718131899834,4.0000003e-05,0.8164453506469727,0.9945529699325562,0.9927190542221069,0.9981528520584106,0.991664707660675,0.609637975692749,0.6910951733589172,0.637315571308136,0.5901353359222412,0.026653235778212547,0.8191158771514893,0.9923132061958313,0.9901987910270691,0.9974092245101929
31,0.9942303895950317,0.6474319100379944,0.7568597197532654,0.709330677986145,0.6507040858268738,0.01651107333600521,8.000001e-06,0.8165899515151978,0.9946010112762451,0.9927821159362793,0.9981690645217896,0.9916738271713257,0.6100695133209229,0.6912863850593567,0.6381309628486633,0.5903130769729614,0.02660258300602436,0.8191311359405518,0.992318868637085,0.9902106523513794,0.9974116683006287
32,0.9942381978034973,0.6478644609451294,0.75841224193573,0.7097873091697693,0.65065997838974,0.016484133899211884,8.000001e-06,0.8165242671966553,0.9945974946022034,0.992797315120697,0.9981687068939209,0.9916797280311584,0.6099568009376526,0.6899863481521606,0.6383611559867859,0.5894063711166382,0.026656799018383026,0.8192136287689209,0.9923253655433655,0.9902186989784241,0.9974137544631958
33,0.9942542314529419,0.6484803557395935,0.7576544284820557,0.7099407315254211,0.651229202747345,0.016437629237771034,1.6000001e-06,0.8167058825492859,0.9946122169494629,0.9928192496299744,0.9981731176376343,0.9916797280311584,0.6101238131523132,0.6904508471488953,0.6386250257492065,0.5897755026817322,0.026630491018295288,0.8192023038864136,0.9923255443572998,0.9902176856994629,0.9974136352539062
34,0.9942560195922852,0.6485090255737305,0.7580448389053345,0.7102712392807007,0.6511310338973999,0.016431057825684547,1.6000001e-06,0.8166590929031372,0.9946133494377136,0.9928209185600281,0.9981740713119507,0.9916808605194092,0.6102531552314758,0.6908897757530212,0.6387794017791748,0.5901095867156982,0.02660040743649006,0.8191829323768616,0.992324948310852,0.9902171492576599,0.9974137544631958
